name,url,neighborhood,cuisine,review_count,time_window
"South at SF Jazz","http://www.opentable.com/south-at-sf-jazz?p=4&sd=2014-11-28T19:30:00Z&rid=105217&pt=100,100,100,100,100&d=,11/28/2014 19:30:00,11/28/2014 19:45:00,,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Mexican","89 reviews",2:31
"Caffe Delle Stelle","http://www.opentable.com/caffe-delle-stelle?p=4&sd=2014-11-28T19:30:00Z&rid=105223&pt=100,100,100,100,100&d=11/28/2014 19:15:00,,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Italian","47 reviews",0:30
"1760","http://www.opentable.com/1760?p=4&sd=2014-11-28T19:30:00Z&rid=106030&pt=100,100,100,100,100&d=11/28/2014 17:15:00,,11/28/2014 21:30:00,,11/28/2014 22:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Russian Hill","Contemporary American","149 reviews",4:31
"The Vestry","http://www.opentable.com/the-vestry?p=4&sd=2014-11-28T19:30:00Z&rid=107224&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Californian","64 reviews",0:00
"Ala Romana","http://www.opentable.com/ala-romana?p=4&sd=2014-11-28T19:30:00Z&rid=107848&pt=100,100,100,100,100&d=11/28/2014 19:15:00,,11/28/2014 20:00:00,11/28/2014 18:45:00,11/28/2014 20:15:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Nob Hill","Contemporary Italian","43 reviews",0:45
"Red Dog","http://www.opentable.com/red-dog?p=4&sd=2014-11-28T19:30:00Z&rid=109618&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Contemporary American","69 reviews",0:00
"Il Borgo","http://www.opentable.com/il-borgo?p=4&sd=2014-11-28T19:30:00Z&rid=115873&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Italian","46 reviews",0:00
"Bartlett Hall","http://www.opentable.com/bartlett-hall?p=4&sd=2014-11-28T19:30:00Z&rid=118126&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","American","81 reviews",0:00
"Marrakech Moroccan Restaurant","http://www.opentable.com/marrakech-moroccan-restaurant-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=118477&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","Moroccan","20 reviews",0:00
"Pesce","http://www.opentable.com/pesce-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=139375&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Castro","Italian","137 reviews",0:00
"Aveline","http://www.opentable.com/aveline?p=4&sd=2014-11-28T19:30:00Z&rid=139744&pt=100,100,100,100,100&d=11/28/2014 19:00:00,11/28/2014 19:30:00,11/28/2014 20:00:00,11/28/2014 18:30:00,11/28/2014 20:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","Contemporary American","121 reviews",0:00
"Gaspar Brasserie","http://www.opentable.com/gaspar-brasserie?p=4&sd=2014-11-28T19:30:00Z&rid=144124&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","French","123 reviews",0:00
"Bodega Bistro","http://www.opentable.com/bodega-bistro?p=4&sd=2014-11-28T19:30:00Z&rid=145351&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Vietnamese","6 reviews",0:00
"Beso","http://www.opentable.com/beso?p=4&sd=2014-11-28T19:30:00Z&rid=145426&pt=100,100,100,100,100&d=11/28/2014 17:30:00,,11/28/2014 20:00:00,11/28/2014 17:15:00,11/28/2014 20:15:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Spanish","153 reviews",2:30
"PABU","http://www.opentable.com/pabu-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=145846&pt=100,100,100,100,100&d=11/28/2014 18:30:00,,11/28/2014 20:15:00,11/28/2014 18:15:00,11/28/2014 20:45:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Japanese","280 reviews",1:45
"Farallon","http://www.opentable.com/farallon?p=4&sd=2014-11-28T19:30:00Z&rid=41&pt=100,100,100,100,1000&d=11/28/2014 18:15:00,,11/28/2014 19:45:00,11/28/2014 17:45:00,11/28/2014 21:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","Seafood","352 reviews",1:30
"Luna Park - San Francisco","http://www.opentable.com/luna-park-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=2197&pt=100,100,100,100,100&d=11/28/2014 19:00:00,11/28/2014 19:30:00,11/28/2014 20:00:00,11/28/2014 18:30:00,11/28/2014 20:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","American","63 reviews",0:00
"Sears Fine Food","http://www.opentable.com/sears-fine-food?p=4&sd=2014-11-28T19:30:00Z&rid=4572&pt=100,100,100,100,100&d=11/28/2014 18:45:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 18:30:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","American","25 reviews",0:00
"Tres - SF (fka Tres Agaves)","http://www.opentable.com/tres-sf-fka-tres-agaves?p=4&sd=2014-11-28T19:30:00Z&rid=4959&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Mexican / Southwestern","66 reviews",0:00
"Terzo","http://www.opentable.com/terzo?p=4&sd=2014-11-28T19:30:00Z&rid=6161&pt=100,100,100,100,100&d=11/28/2014 19:15:00,,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Marina / Cow Hollow / Presidio","Mediterranean","107 reviews",0:30
"Piazza Pellegrini","http://www.opentable.com/piazza-pellegrini?p=4&sd=2014-11-28T19:30:00Z&rid=7517&pt=100,100,100,100,100&d=11/28/2014 19:00:00,11/28/2014 19:30:00,11/28/2014 20:00:00,11/28/2014 18:30:00,11/28/2014 20:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","North Beach","Italian","17 reviews",0:00
"Globe","http://www.opentable.com/globe?p=4&sd=2014-11-28T19:30:00Z&rid=13114&pt=100,100,100,100,100&d=11/28/2014 19:00:00,,11/28/2014 20:00:00,11/28/2014 18:30:00,11/28/2014 20:15:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Californian","26 reviews",1:00
"Epic Roasthouse","http://www.opentable.com/epic-roasthouse?p=4&sd=2014-11-28T19:30:00Z&rid=17032&pt=100,100,100,100,100&d=11/28/2014 18:30:00,,11/28/2014 20:30:00,11/28/2014 18:15:00,11/28/2014 20:45:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Steakhouse","266 reviews",2:00
"Ti Piacera","http://www.opentable.com/ti-piacera?p=4&sd=2014-11-28T19:30:00Z&rid=18133&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Nob Hill","Italian","17 reviews",0:00
"Serpentine","http://www.opentable.com/serpentine?p=4&sd=2014-11-28T19:30:00Z&rid=21049&pt=100,100,100,100,100&d=11/28/2014 19:00:00,,11/28/2014 19:45:00,11/28/2014 18:45:00,11/28/2014 20:15:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Potrero Hill / Dogpatch","Contemporary American","95 reviews",0:45
"Quince Restaurant","http://www.opentable.com/quince-restaurant-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=24451&pt=100,100,100,100,100&d=11/28/2014 17:00:00,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Contemporary American","79 reviews",5:02
"54 Mint","http://www.opentable.com/54-mint?p=4&sd=2014-11-28T19:30:00Z&rid=51673&pt=100,100,100,100,100&d=11/28/2014 18:45:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 18:30:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Italian","132 reviews",0:00
"Curbside Cafe","http://www.opentable.com/curbside-cafe?p=4&sd=2014-11-28T19:30:00Z&rid=51685&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Pacific Heights","French","50 reviews",0:00
"Comstock Saloon","http://www.opentable.com/comstock-saloon?p=4&sd=2014-11-28T19:30:00Z&rid=56806&pt=100,100,100,100,100&d=11/28/2014 17:15:00,,11/28/2014 19:45:00,11/28/2014 17:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","American","12 reviews",2:30
"Cupola Pizzeria","http://www.opentable.com/cupola-pizzeria?p=4&sd=2014-11-28T19:30:00Z&rid=62701&pt=1000,100,100,1000,100&d=11/28/2014 17:30:00,,11/28/2014 20:30:00,11/28/2014 17:15:00,11/28/2014 20:45:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","Italian","75 reviews",3:00
"Radish","http://www.opentable.com/radish?p=4&sd=2014-11-28T19:30:00Z&rid=65143&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","American","19 reviews",0:00
"Canela Bistro Bar","http://www.opentable.com/canela-bistro-bar?p=4&sd=2014-11-28T19:30:00Z&rid=76396&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 18:45:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Castro","Spanish","90 reviews",0:00
"Bouche","http://www.opentable.com/bouche-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=83236&pt=100,100,100,100,100&d=,,11/28/2014 21:15:00,,11/28/2014 21:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","French","117 reviews",4:16
"Burritt Room & Tavern - Mystic Hotel","http://www.opentable.com/burritt-room-and-tavern-mystic-hotel?p=4&sd=2014-11-28T19:30:00Z&rid=83242&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","American","52 reviews",0:00
"The Abbot's Cellar","http://www.opentable.com/the-abbots-cellar?p=4&sd=2014-11-28T19:30:00Z&rid=84778&pt=100,100,100,1000,1000&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 18:00:00,11/28/2014 21:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Contemporary American","130 reviews",0:00
"Gilberth's Rotisserie & Grill","http://www.opentable.com/gilberths-rotisserie-and-grill?p=4&sd=2014-11-28T19:30:00Z&rid=84784&pt=100,100,100,100,100&d=11/28/2014 19:00:00,11/28/2014 19:30:00,11/28/2014 20:00:00,11/28/2014 18:30:00,11/28/2014 20:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Potrero Hill / Dogpatch","Latin American","16 reviews",0:00
"Local's Corner","http://www.opentable.com/locals-corner?p=4&sd=2014-11-28T19:30:00Z&rid=85402&pt=100,100,100,100,100&d=,,11/28/2014 21:00:00,,11/28/2014 21:15:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Seafood","51 reviews",4:01
"Mela Tandoori Kitchen","http://www.opentable.com/mela-tandoori-kitchen?p=4&sd=2014-11-28T19:30:00Z&rid=89713&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Indian","27 reviews",0:00
"PLAJ","http://www.opentable.com/plaj?p=4&sd=2014-11-28T19:30:00Z&rid=89905&pt=100,100,100,100,100&d=11/28/2014 17:15:00,,11/28/2014 19:45:00,,11/28/2014 20:15:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Scandinavian","205 reviews",2:46
"Claudine","http://www.opentable.com/claudine?p=4&sd=2014-11-28T19:30:00Z&rid=91507&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","French","20 reviews",0:00
"Troya - Fillmore","http://www.opentable.com/troya-fillmore?p=4&sd=2014-11-28T19:30:00Z&rid=92251&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Pacific Heights","Mediterranean","85 reviews",0:00
"Rosa Mexicano - San Francisco","http://www.opentable.com/rosa-mexicano-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=95185&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Mexican","91 reviews",0:00
"Hakkasan - San Francisco","http://www.opentable.com/hakkasan-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=95704&pt=100,100,100,100,100&d=,,11/28/2014 21:30:00,,11/28/2014 22:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Chinese","217 reviews",4:31
"L'Ottavo - San Francisco","http://www.opentable.com/lottavo-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=96835&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","Italian","39 reviews",0:00
"Fior D'Italia","http://www.opentable.com/fior-d-italia-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=99472&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","North Beach","Italian","80 reviews",0:00
"Coqueta","http://www.opentable.com/coqueta?p=4&sd=2014-11-28T19:30:00Z&rid=103693&pt=100,100,100,100,100&d=,,11/28/2014 21:30:00,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Spanish","266 reviews",5:02
"Olea Restaurant","http://www.opentable.com/olea-restaurant?p=4&sd=2014-11-28T19:30:00Z&rid=108685&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Nob Hill","Californian","50 reviews",0:00
"Cafe Claude - Marina","http://www.opentable.com/cafe-claude-marina?p=4&sd=2014-11-28T19:30:00Z&rid=109153&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Marina / Cow Hollow / Presidio","French","25 reviews",0:00
"La Urbana","http://www.opentable.com/la-urbana?p=4&sd=2014-11-28T19:30:00Z&rid=109705&pt=100,100,100,100,100&d=11/28/2014 18:00:00,,11/28/2014 20:00:00,11/28/2014 17:30:00,11/28/2014 20:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","North Panhandle / USF","Contemporary Mexican","83 reviews",2:00
"The Cavalier","http://www.opentable.com/the-cavalier?p=4&sd=2014-11-28T19:30:00Z&rid=109843&pt=100,100,100,100,100&d=11/28/2014 17:45:00,,11/28/2014 20:30:00,11/28/2014 17:30:00,11/28/2014 20:45:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","British","235 reviews",2:45
"mrCrave / bistro + cafe","http://www.opentable.com/mrcrave-bistro-and-cafe?p=4&sd=2014-11-28T19:30:00Z&rid=112807&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","American","1 review",0:00
"Verbena","http://www.opentable.com/verbena?p=4&sd=2014-11-28T19:30:00Z&rid=113125&pt=100,100,100,100,100&d=11/28/2014 18:45:00,11/28/2014 19:30:00,11/28/2014 20:15:00,11/28/2014 18:15:00,11/28/2014 20:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Russian Hill","Californian","190 reviews",0:00
"Aliment","http://www.opentable.com/aliment?p=4&sd=2014-11-28T19:30:00Z&rid=118546&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","Californian","67 reviews",0:00
"Bitters, Bock & Rye","http://www.opentable.com/bitters-bock-and-rye?p=4&sd=2014-11-28T19:30:00Z&rid=129343&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Nob Hill","Barbecue","10 reviews",0:00
"Nob Hill Club at the Mark Hopkins","http://www.opentable.com/nob-hill-club-at-the-mark-hopkins?p=4&sd=2014-11-28T19:30:00Z&rid=129346&pt=100,100,100,100,100&d=11/28/2014 19:00:00,11/28/2014 19:30:00,11/28/2014 20:00:00,11/28/2014 18:30:00,11/28/2014 20:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Nob Hill","Californian","5 reviews",0:00
"Lolinda","http://www.opentable.com/lolinda?p=4&sd=2014-11-28T19:30:00Z&rid=135919&pt=100,100,100,100,100&d=11/28/2014 18:30:00,,11/28/2014 21:30:00,11/28/2014 18:15:00,11/28/2014 21:45:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Steakhouse","236 reviews",3:00
"North India Restaurant","http://www.opentable.com/north-india-restaurant?p=4&sd=2014-11-28T19:30:00Z&rid=136987&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Indian","9 reviews",0:00
"Plin Restaurant","http://www.opentable.com/plin-restaurant?p=4&sd=2014-11-28T19:30:00Z&rid=157024&pt=100,100,100,100,100&d=11/28/2014 18:45:00,,11/28/2014 20:15:00,11/28/2014 18:30:00,11/28/2014 20:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Contemporary Italian","38 reviews",1:30
"Mochica","http://www.opentable.com/mochica?p=4&sd=2014-11-28T19:30:00Z&rid=25618&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Potrero Hill / Dogpatch","Peruvian","38 reviews",0:00
"Café Bistro - Nordstrom San Francisco","http://www.opentable.com/cafe-bistro-nordstrom-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=27265&pt=100,100,100,100,100&d=,,11/28/2014 20:15:00,,11/28/2014 20:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","Contemporary American","74 reviews",3:16
"Basil Canteen @ 11th Street","http://www.opentable.com/basil-canteen?p=4&sd=2014-11-28T19:30:00Z&rid=27466&pt=100,100,100,100,100&d=11/28/2014 19:00:00,11/28/2014 19:30:00,11/28/2014 20:00:00,11/28/2014 18:30:00,11/28/2014 20:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Thai","37 reviews",0:00
"Tropisueño","http://www.opentable.com/tropisueno?p=4&sd=2014-11-28T19:30:00Z&rid=27691&pt=100,100,100,100,100&d=,,11/28/2014 21:00:00,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Mexican","64 reviews",5:02
"Infusion Lounge","http://www.opentable.com/infusion-lounge?p=4&sd=2014-11-28T19:30:00Z&rid=28432&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","Pan-Asian","16 reviews",0:00
"Nihon Whisky Lounge","http://www.opentable.com/nihon-whisky-lounge?p=4&sd=2014-11-28T19:30:00Z&rid=28858&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Japanese","39 reviews",0:00
"Indian Oven - Haight","http://www.opentable.com/indian-oven-haight?p=4&sd=2014-11-28T19:30:00Z&rid=30037&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Haight","Indian","3 reviews",0:00
"RN74","http://www.opentable.com/rn74?p=4&sd=2014-11-28T19:30:00Z&rid=31072&pt=100,100,100,100,100&d=11/28/2014 18:30:00,,11/28/2014 20:15:00,11/28/2014 18:15:00,11/28/2014 20:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Contemporary French","181 reviews",1:45
"Bar Crudo - Divisadero St","http://www.opentable.com/bar-crudo-divisadero-st?p=4&sd=2014-11-28T19:30:00Z&rid=32794&pt=100,100,100,100,100&d=,,11/28/2014 22:00:00,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","North Panhandle / USF","Seafood","69 reviews",5:02
"La Briciola","http://www.opentable.com/la-briciola?p=4&sd=2014-11-28T19:30:00Z&rid=33421&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Italian","55 reviews",0:00
"Osha Thai Embarcadero","http://www.opentable.com/osha-thai-embarcadero?p=4&sd=2014-11-28T19:30:00Z&rid=148651&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Thai","69 reviews",0:00
"Troya Clement","http://www.opentable.com/troya-clement?p=4&sd=2014-11-28T19:30:00Z&rid=17095&pt=100,100,100,100,100&d=11/28/2014 19:00:00,11/28/2014 19:30:00,11/28/2014 20:00:00,11/28/2014 18:30:00,11/28/2014 20:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Richmond District","Turkish","30 reviews",0:00
"Jardiniere","http://www.opentable.com/jardiniere?p=4&sd=2014-11-28T19:30:00Z&rid=27&pt=100,100,100,100,100&d=11/28/2014 19:00:00,11/28/2014 19:30:00,11/28/2014 20:00:00,11/28/2014 18:30:00,11/28/2014 20:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Civic Center / Hayes Valley / Van Ness","French","281 reviews",0:00
"Boulevard","http://www.opentable.com/boulevard?p=4&sd=2014-11-28T19:30:00Z&rid=130&pt=100,100,100,100,100&d=,,11/28/2014 21:30:00,,11/28/2014 21:45:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","American","509 reviews",4:31
"ANZU","http://www.opentable.com/anzu?p=4&sd=2014-11-28T19:30:00Z&rid=141&pt=100,100,100,100,100&d=11/28/2014 19:15:00,,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","Californian","149 reviews",0:30
"Trattoria Contadina","http://www.opentable.com/trattoria-contadina?p=4&sd=2014-11-28T19:30:00Z&rid=914&pt=100,100,100,100,100&d=11/28/2014 17:00:00,,11/28/2014 21:30:00,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","North Beach","Italian","155 reviews",5:02
"Range","http://www.opentable.com/range?p=4&sd=2014-11-28T19:30:00Z&rid=4221&pt=100,100,100,100,100&d=11/28/2014 17:30:00,,11/28/2014 20:30:00,,11/28/2014 20:45:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Californian","184 reviews",3:31
"Live Sushi Bar","http://www.opentable.com/live-sushi-bar?p=4&sd=2014-11-28T19:30:00Z&rid=17302&pt=100,100,100,100,100&d=11/28/2014 19:00:00,11/28/2014 19:30:00,11/28/2014 20:00:00,11/28/2014 18:30:00,11/28/2014 20:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Potrero Hill / Dogpatch","Sushi","25 reviews",0:00
"Zazie","http://www.opentable.com/zazie?p=4&sd=2014-11-28T19:30:00Z&rid=43885&pt=100,100,100,100,100&d=11/28/2014 17:30:00,,11/28/2014 20:30:00,11/28/2014 17:15:00,11/28/2014 20:45:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Cole Valley","French","8 reviews",3:00
